ID,STATE_NAME,STATE_FIPS,SUB_REGION,STATE_ABBR,State,AllAge_B_AA_Rate,AllAge_B_Lower_CI,AllAge_B_Upper_CI,AllAge_B_Average_Count,AllAge_B_Recent_Trend,AllAge_B_Recent_5yr_Trend,AllAge_B_Lower_Trend_CI,AllAge_B_Upper_Trend_CI,AllAge_M_AA_Rate,AllAge_M_Lower_CI,AllAge_M_Upper_CI,AllAge_M_Average_Count,AllAge_M_Recent_Trend,AllAge_M_Recent_5yr_Trend,AllAge_M_Lower_Trend_CI,AllAge_M_Upper_Trend_CI,AllAge_F_AA_Rate,AllAge_F_Lower_CI,AllAge_F_Upper_CI,AllAge_F_Average_Count,AllAge_F_Recent_Trend,AllAge_F_Recent_5yr_Trend,AllAge_F_Lower_Trend_CI,AllAge_F_Upper_Trend_CI,Under50_B_AA_Rate,Under50_B_Lower_CI,Under50_B_Upper_CI,Under50_B_Average_Count,Under50_B_Recent_Trend,Under50_B_Recent_5yr_Trend,Under50_B_Lower_Trend_CI,Under50_B_Upper_Trend_CI,Under50_M_AA_Rate,Under50_M_Lower_CI,Under50_M_Upper_CI,Under50_M_Average_Count,Under50_M_Recent_Trend,Under50_M_Recent_5yr_Trend,Under50_M_Lower_Trend_CI,Under50_M_Upper_Trend_CI,Under50_F_AA_Rate,Under50_F_Lower_CI,Under50_F_Upper_CI,Under50_F_Average_Count,Under50_F_Recent_Trend,Under50_F_Recent_5yr_Trend,Under50_F_Lower_Trend_CI,Under50_F_Upper_Trend_CI,Age50over_B_AA_Rate,Age50over_B_Lower_CI,Age50over_B_Upper_CI,Age50over_B_Average_Count,Age50over_B_Recent_Trend,Age50over_B_Recent_5yr_Trend,Age50over_B_Lower_Trend_CI,Age50over_B_Upper_Trend_CI,Age50over_M_AA_Rate,Age50over_M_Lower_CI,Age50over_M_Upper_CI,Age50over_M_Average_Count,Age50over_M_Recent_Trend,Age50over_M_Recent_5yr_Trend,Age50over_M_Lower_Trend_CI,Age50over_M_Upper_Trend_CI,Age50over_F_AA_Rate,Age50over_F_Lower_CI,Age50over_F_Upper_CI,Age50over_F_Average_Count,Age50over_F_Recent_Trend,Age50over_F_Recent_5yr_Trend,Age50over_F_Lower_Trend_CI,Age50over_F_Upper_Trend_CI,Under65_B_AA_Rate,Under65_B_Lower_CI,Under65_B_Upper_CI,Under65_B_Average_Count,Under65_B_Recent_Trend,Under65_B_Recent_5yr_Trend,Under65_B_Lower_Trend_CI,Under65_B_Upper_Trend_CI,Under65_M_AA_Rate,Under65_M_Lower_CI,Under65_M_Upper_CI,Under65_M_Average_Count,Under65_M_Recent_Trend,Under65_M_Recent_5yr_Trend,Under65_M_Lower_Trend_CI,Under65_M_Upper_Trend_CI,Under65_F_AA_Rate,Under65_F_Lower_CI,Under65_F_Upper_CI,Under65_F_Average_Count,Under65_F_Recent_Trend,Under65_F_Recent_5yr_Trend,Under65_F_Lower_Trend_CI,Under65_F_Upper_Trend_CI,Age65over_B_AA_Rate,Age65over_B_Lower_CI,Age65over_B_Upper_CI,Age65over_B_Average_Count,Age65over_B_Recent_Trend,Age65over_B_Recent_5yr_Trend,Age65over_B_Lower_Trend_CI,Age65over_B_Upper_Trend_CI,Age65over_M_AA_Rate,Age65over_M_Lower_CI,Age65over_M_Upper_CI,Age65over_M_Average_Count,Age65over_M_Recent_Trend,Age65over_M_Recent_5yr_Trend,Age65over_M_Lower_Trend_CI,Age65over_M_Upper_Trend_CI,Age65over_F_AA_Rate,Age65over_F_Lower_CI,Age65over_F_Upper_CI,Age65over_F_Average_Count,Age65over_F_Recent_Trend,Age65over_F_Recent_5yr_Trend,Age65over_F_Lower_Trend_CI,Age65over_F_Upper_Trend_CI,Shape__Area,Shape__Length,Total_Rate,STATE_X,STATE_Y
39,New Hampshire,33,New England,NH,"New Hampshire(6,10)",64,62.6,66.1,1098.8,stable,-1.87,-3.77,0.07,68.26,65.6,71.01,529.6,falling,-2.66,-4.75,-0.52,62.22,59.9,64.61,569.2,stable,-1.3,-4.21,1.69,3.78,3.22,4.41,33.4,stable,-4.31,-18.82,12.8,3.22,2.5,4.09,14.0,stable,-6.53,-27.97,21.29,4.33,3.5,5.3,19.4,stable,-1.71,-18.06,17.9,223.07,216.98,229.29,1065.4,stable,-1.79,-3.95,0.42,238.72,229.28,248.44,515.6,stable,-2.54,-5.38,0.39,214.01,205.92,222.34,549.8,stable,-1.26,-4.78,2.38,19.55,18.61,20.53,344.0,stable,1.59,-4.17,7.71,18.31,17.03,19.67,160.4,stable,0.34,-8.15,9.62,20.76,19.4,22.2,183.6,stable,2.68,-2.43,8.06,373.88,361.83,386.22,754.8,falling,-3.04,-5.93,-0.05,413.53,394.47,433.26,369.2,falling,-3.52,-6.01,-0.97,348.79,333.1,365.01,385.6,stable,-2.81,-8.3,3.0,2.67729609815297,8.37458017482571,132.26,6,10
40,New Jersey,34,Middle Atlantic,NJ,"New Jersey(7,8)",56,55.49,56.79,5951.0,falling,-9.15,-12.92,-5.22,62.25,61.21,63.3,2857.2,falling,-10.06,-13.52,-6.46,52.04,51.21,52.88,3093.8,falling,-7.47,-10.59,-4.23,3.11,2.92,3.32,188.8,stable,-8.66,-17.61,1.26,2.85,2.58,3.14,84.2,falling,-4.42,-4.88,-3.96,3.37,3.08,3.67,104.6,falling,-5.61,-7.06,-4.13,194.99,192.71,197.29,5762.2,falling,-9.14,-12.92,-5.19,217.8,214.11,221.54,2773.0,falling,-2.31,-2.65,-1.96,179.49,176.58,182.43,2989.2,falling,-7.65,-11.19,-3.97,15.95,15.6,16.3,1677.0,falling,-4.39,-5.41,-3.36,15.9,15.41,16.41,810.4,falling,-5.25,-6.28,-4.21,16.0,15.52,16.5,866.6,falling,-3.14,-3.91,-2.36,333.95,329.44,338.52,4274.0,falling,-9.64,-13.53,-5.57,382.61,375.13,390.19,2046.8,falling,-10.43,-14.01,-6.71,301.12,295.46,306.85,2227.2,falling,-7.84,-11.06,-4.5,2.05674065717676,8.41959364719314,118.25,7,8
41,New York,36,Middle Atlantic,NY,"New York(7,8)",58,58.43,59.32,13803.0,falling,-1.66,-2.04,-1.28,66.99,66.26,67.72,6823.8,falling,-2.54,-3.12,-1.96,53.24,52.67,53.81,6979.2,falling,-1.03,-1.53,-0.53,3.72,3.57,3.87,476.6,falling,-4.72,-5.62,-3.82,3.42,3.22,3.64,215.0,falling,-4.48,-4.94,-4.01,4.0,3.79,4.23,261.6,falling,-6.68,-10.01,-3.23,203.29,201.73,204.86,13326.4,falling,-1.49,-1.9,-1.07,233.44,230.88,236.02,6608.8,falling,-2.47,-3.11,-1.83,182.17,180.2,184.15,6717.6,falling,-0.75,-1.28,-0.22,18.73,18.47,18.99,4226.8,falling,-2.3,-2.42,-2.18,19.16,18.79,19.54,2091.4,falling,-3.1,-3.28,-2.91,18.36,18.01,18.72,2135.4,falling,-1.49,-1.65,-1.33,336.34,333.3,339.41,9576.2,falling,-1.43,-1.92,-0.94,397.61,392.5,402.78,4732.4,falling,-2.42,-3.17,-1.66,294.33,290.58,298.12,4843.8,falling,-0.79,-1.44,-0.14,13.8749478998814,28.4874693215156,124.99,7,8
42,North Carolina,37,South Atlantic,NC,"North Carolina(6,10)",68,68.07,69.44,8039.4,stable,-1.75,-3.63,0.17,84.86,83.71,86.03,4385.0,falling,-2.54,-4.27,-0.79,56.69,55.86,57.53,3654.4,stable,-0.96,-3.72,1.88,4.39,4.16,4.63,278.8,falling,-4.67,-7.49,-1.77,4.41,4.08,4.75,137.6,stable,-5.39,-11.66,1.33,4.37,4.05,4.7,141.2,stable,-4.05,-8.47,0.59,237.53,235.13,239.94,7760.6,stable,-1.61,-3.56,0.39,295.77,291.68,299.9,4247.4,falling,-2.44,-4.41,-0.42,193.93,191.04,196.86,3513.2,stable,-0.77,-3.55,2.09,23.23,22.83,23.64,2620.4,stable,-0.98,-4.18,2.32,26.23,25.61,26.85,1424.0,stable,-1.99,-5.83,2.0,20.53,20.01,21.07,1196.4,stable,0.19,-3.05,3.53,383.46,378.84,388.11,5419.0,falling,-2.06,-4.05,-0.04,490.19,482.12,498.36,2961.0,falling,-2.73,-4.53,-0.89,306.64,301.19,312.18,2458.0,stable,-1.5,-4.98,2.12,12.628136009479,34.583496532396,152.86,6,10
43,Ohio,39,East North Central,OH,"Ohio(6,10)",68,67.89,69.12,9857.6,stable,-1.37,-3.75,1.08,81.05,80.05,82.07,5217.8,stable,-2.12,-4.76,0.59,59.12,58.35,59.9,4639.8,stable,-0.69,-3.25,1.93,5.23,5.0,5.48,370.4,stable,-4.83,-9.53,0.11,5.08,4.75,5.43,177.6,falling,-5.21,-7.04,-3.35,5.38,5.05,5.73,192.8,stable,-4.46,-13.51,5.53,234.44,232.3,236.59,9486.8,stable,-1.16,-3.46,1.19,280.22,276.69,283.79,5039.8,stable,-1.98,-4.74,0.86,200.1,197.45,202.79,4447.0,stable,-0.41,-2.81,2.04,24.77,24.38,25.15,3394.6,stable,-0.4,-4.02,3.36,26.75,26.19,27.33,1805.6,stable,-0.91,-3.94,2.21,22.9,22.39,23.43,1589.0,stable,0.17,-4.51,5.09,370.85,366.78,374.96,6463.0,stable,-1.81,-3.96,0.39,456.38,449.46,463.39,3412.2,stable,-2.6,-5.41,0.28,309.46,304.51,314.47,3050.8,stable,-1.12,-3.24,1.04,11.300200978689,16.1304354073647,149.05,6,10
44,Pennsylvania,42,Middle Atlantic,PA,"Pennsylvania(6,10)",64,63.46,64.56,10776.6,falling,-0.8,-1.4,-0.21,74.84,73.95,75.74,5592.0,falling,-1.95,-2.78,-1.12,56.19,55.49,56.89,5184.6,stable,0.27,-1.09,1.66,4.14,3.94,4.35,325.2,stable,-4.84,-10.13,0.76,3.6,3.33,3.88,139.6,stable,-3.61,-9.03,2.14,4.68,4.38,5.0,185.6,stable,-5.8,-13.48,2.57,220.97,219.06,222.9,10451.2,falling,-0.61,-0.99,-0.22,261.57,258.42,264.75,5452.4,falling,-1.89,-2.81,-0.96,191.27,188.87,193.69,4998.8,stable,0.66,-0.47,1.81,21.2,20.86,21.53,3291.2,stable,-0.8,-2.16,0.58,21.89,21.41,22.37,1685.0,stable,-1.74,-3.63,0.18,20.57,20.11,21.04,1606.2,stable,0.16,-1.94,2.29,359.96,356.27,363.67,7485.4,falling,-0.8,-1.24,-0.37,440.85,434.62,447.15,3907.0,falling,-2.02,-3.11,-0.92,302.38,297.89,306.93,3578.4,stable,0.33,-0.85,1.53,12.5503125403161,16.8410838373708,138.84,6,10
45,Rhode Island,44,New England,RI,"Rhode Island(6,10)",70,68.51,72.67,932.0,falling,-1.1,-2.18,-0.01,77.99,74.72,81.36,451.2,falling,-2.09,-4.11,-0.03,65.73,63.06,68.49,480.8,stable,-0.4,-2.75,1.99,4.3,3.62,5.08,28.4,stable,2.11,-7.51,12.73,4.01,3.08,5.12,12.8,rising,17.89,8.34,28.28,4.58,3.61,5.73,15.6,stable,-9.46,-20.55,3.18,244.3,237.09,251.68,903.6,falling,-1.25,-2.42,-0.06,271.91,260.38,283.83,438.4,falling,-2.78,-4.79,-0.72,226.07,216.78,235.65,465.2,stable,0.09,-2.79,3.06,22.5,21.32,23.73,285.6,stable,-0.2,-6.92,7.0,22.07,20.4,23.85,135.2,stable,1.46,-7.42,11.2,22.9,21.25,24.66,150.4,stable,-1.7,-8.31,5.38,402.83,388.8,417.23,646.4,stable,-1.5,-5.29,2.43,464.51,441.5,488.4,316.0,stable,-3.26,-7.43,1.09,361.75,344.09,380.06,330.4,stable,0.09,-5.93,6.49,0.292628964998585,3.64267357855835,147.99,6,10
46,South Carolina,45,South Atlantic,SC,"South Carolina(6,10)",65,64.56,66.43,3947.4,falling,-3.12,-5.86,-0.3,81.76,80.19,83.36,2206.8,stable,-3.34,-7.66,1.18,52.91,51.78,54.06,1740.6,falling,-2.98,-5.01,-0.9,4.38,4.05,4.73,129.2,stable,-5.6,-12.09,1.37,4.29,3.83,4.8,61.6,stable,-4.82,-16.11,8.0,4.46,4.0,4.97,67.6,stable,-6.17,-12.35,0.44,225.74,222.49,229.03,3818.2,stable,-2.99,-5.95,0.06,284.83,279.28,290.47,2145.2,stable,-3.28,-7.94,1.62,180.0,176.1,183.95,1673.0,falling,-2.77,-4.69,-0.81,23.59,23.01,24.18,1323.4,falling,-2.45,-3.17,-1.71,27.67,26.77,28.6,744.6,falling,-3.42,-3.86,-2.97,19.97,19.23,20.74,578.8,stable,-1.17,-3.14,0.84,355.14,348.98,361.38,2624.0,stable,-3.43,-7.19,0.48,455.63,444.89,466.57,1462.2,stable,-3.32,-9.49,3.26,280.57,273.3,287.98,1161.8,falling,-3.85,-7.06,-0.53,7.79450431631267,16.1270830678439,146.76,6,10
47,Tennessee,47,East South Central,TN,"Tennessee(6,10)",75,74.27,76.01,5933.4,stable,-1.11,-4.58,2.5,93.08,91.62,94.57,3286.8,stable,-1.54,-4.72,1.74,61.53,60.47,62.61,2646.6,stable,-0.68,-5.09,3.95,5.6,5.28,5.93,230.4,falling,-6.29,-10.09,-2.33,5.46,5.01,5.93,110.8,falling,-6.75,-12.93,-0.14,5.73,5.28,6.21,119.6,stable,-6.0,-17.14,6.63,257.51,254.48,260.56,5702.8,stable,-0.81,-4.32,2.83,322.82,317.65,328.04,3176.0,stable,-1.32,-4.79,2.27,207.91,204.26,211.61,2526.8,stable,-0.28,-4.76,4.41,27.75,27.21,28.31,2079.8,stable,-1.43,-4.29,1.52,31.35,30.53,32.19,1140.0,falling,-1.85,-3.61,-0.06,24.48,23.77,25.21,939.8,stable,-0.87,-5.84,4.37,402.67,396.93,408.48,3853.6,stable,-0.96,-4.93,3.17,519.8,509.74,530.02,2146.8,stable,-1.43,-5.96,3.32,317.63,310.86,324.51,1706.8,stable,-0.57,-4.78,3.83,10.8766116317497,21.460336326398,168.07999999999998,6,10
48,Vermont,50,New England,VT,"Vermont(6,10)",62,59.93,64.87,524.4,stable,-1.45,-4.0,1.17,68.8,65.02,72.75,267.0,stable,-3.13,-6.79,0.67,57.23,54.07,60.55,257.4,stable,0.3,-7.53,8.8,4.58,3.66,5.67,17.4,stable,-1.8,-34.24,46.65,5.06,3.72,6.72,9.6,stable,0.72,-40.93,71.73,4.12,2.92,5.65,7.8,stable,-4.88,-31.3,31.69,213.71,205.28,222.4,506.8,stable,-1.23,-4.2,1.83,235.64,222.51,249.35,257.2,stable,-3.11,-6.75,0.67,196.52,185.55,207.96,249.6,stable,0.72,-8.53,10.91,21.08,19.64,22.61,173.2,stable,-1.52,-9.55,7.23,22.71,20.59,25.02,91.6,stable,-3.44,-11.45,5.29,19.5,17.57,21.61,81.6,stable,0.68,-10.98,13.87,347.7,331.33,364.66,351.2,stable,-1.35,-5.64,3.15,387.36,361.51,414.57,175.4,stable,-2.95,-7.33,1.63,318.07,297.01,340.21,175.8,stable,0.29,-12.63,15.13,2.79411669600108,8.45014587090077,130.8,6,10
49,Virginia,51,South Atlantic,VA,"Virginia(6,10)",58,57.85,59.27,5471.2,falling,-2.19,-3.73,-0.61,69.03,67.87,70.2,2891.0,falling,-3.64,-6.4,-0.8,50.56,49.68,51.46,2580.2,stable,-0.68,-3.01,1.7,3.35,3.13,3.57,181.4,falling,-13.23,-19.63,-6.32,3.08,2.78,3.39,81.8,falling,-15.67,-28.34,-0.76,3.61,3.3,3.95,99.6,falling,-10.98,-20.17,-0.75,203.29,200.8,205.8,5289.6,stable,-1.69,-3.45,0.09,241.89,237.77,246.06,2809.2,falling,-3.23,-5.92,-0.47,173.67,170.58,176.8,2480.4,stable,-0.09,-2.9,2.8,18.65,18.26,19.05,1776.4,stable,-2.53,-6.71,1.84,20.49,19.91,21.09,953.4,stable,-4.2,-10.1,2.1,16.97,16.44,17.51,823.0,stable,-0.59,-3.07,1.94,334.4,329.53,339.33,3694.8,falling,-2.06,-3.43,-0.67,404.55,396.34,412.89,1937.6,falling,-3.47,-6.25,-0.6,282.79,276.83,288.84,1757.2,stable,-0.72,-3.43,2.06,10.5123344477536,31.1995914728605,127.03,6,10
50,West Virginia,54,South Atlantic,WV,"West Virginia(6,10)",75,77.78,80.92,2047.4,stable,-1.46,-3.68,0.82,95.18,92.64,97.77,1130.2,stable,-2.46,-6.63,1.9,66.99,65.03,69.01,917.2,stable,-0.28,-2.6,2.09,6.14,5.51,6.82,69.6,stable,-7.53,-17.99,4.26,5.91,5.05,6.88,33.6,stable,-14.14,-28.72,3.42,6.37,5.47,7.38,36.0,stable,-0.91,-9.78,8.84,271.32,265.93,276.8,1977.8,stable,-1.09,-4.11,2.02,329.24,320.35,338.31,1096.6,stable,-1.89,-7.08,3.6,226.06,219.36,232.92,881.2,stable,-0.23,-2.26,1.84,30.96,29.92,32.04,718.6,stable,-0.18,-3.04,2.76,33.23,31.71,34.8,387.8,stable,-2.24,-4.88,0.48,28.82,27.39,30.31,330.8,stable,2.28,-2.72,7.54,413.73,403.74,423.91,1328.8,stable,-2.13,-4.96,0.79,523.42,506.35,540.93,742.4,stable,-2.57,-8.06,3.24,330.87,318.9,343.17,586.4,stable,-1.81,-3.97,0.41,6.49329429052,18.1962363060748,174.18,6,10
51,Wisconsin,55,East North Central,WI,"Wisconsin(6,10)",59,58.93,60.58,4190.2,falling,-1.19,-1.73,-0.65,67.65,66.35,68.97,2170.4,stable,-1.21,-3.3,0.92,53.9,52.83,54.98,2019.8,stable,-1.39,-3.09,0.34,3.41,3.15,3.7,120.6,stable,-3.44,-10.38,4.03,3.19,2.82,3.58,56.2,stable,-1.88,-10.99,8.17,3.64,3.25,4.07,64.4,stable,-4.62,-21.19,15.42,207.44,204.56,210.36,4069.6,falling,-1.1,-1.47,-0.73,236.62,232.02,241.29,2114.2,stable,-1.18,-3.21,0.9,185.67,181.95,189.44,1955.4,stable,-1.23,-3.26,0.83,18.12,17.67,18.59,1260.8,stable,-0.75,-3.51,2.1,18.91,18.26,19.58,662.4,stable,-0.53,-3.61,2.66,17.35,16.72,18.01,598.4,stable,-0.96,-4.97,3.21,347.5,341.82,353.24,2929.4,stable,-1.37,-2.79,0.06,404.56,395.35,413.93,1508.0,stable,-1.45,-4.15,1.33,306.5,299.31,313.82,1421.4,stable,-1.57,-4.23,1.15,16.4773273314368,21.8914009921938,126.65,6,10
